tweet,label,clean_text,label_text,text_length,word_count
mojarad raeyi li baghin dio m3a towton omachi m3a abdaslam rahkhassha tbda mn 3alam 3arabi 3abach tchof 3alamiya,1,mojarad raeyi li baghin dio ma towton omachi ma abdaslam rahkhassha tbda mn alam arabi abach tchof alamiya,neutral,106,18
عموته أحسن مدرب مغربي',0,عموته أحسن مدرب مغربي',positive,22,4
za3ma li kaysaham fnachr lfada2ih rah walah rabi wahad nhar ghadi yfdahom wahad wahad ghir kamlo kathsabo,2,zama li kaysaham fnachr lfadaih rah walah rabi wahad nhar ghadi yfdahom wahad wahad ghir kamlo kathsabo,negative,103,17
اليهود اتهموا الله أنه تصارع وهبط الى الارض في البريه مع يعقوب عليه السلام في دور مصارعه كان الله محمد علي كلاي',2,اليهود اتهموا الله أنه تصارع وهبط الى الارض في البريه مع يعقوب عليه السلام في دور مصارعه كان الله محمد علي كلاي',negative,112,22
"اتفاقية إلغاء الفيزات لصحاب الباسبورات الدبلوماسية بين المغرب واسرائيل دخلات حيز التنفيذ,",1,"اتفاقية إلغاء الفيزات لصحاب الباسبورات الدبلوماسية بين المغرب واسرائيل دخلات حيز التنفيذ,",neutral,89,12
eh walah homa li kano msabrina yarit aniso yji yzorna nhazouh fou9 ktafna,0,eh walah homa li kano msabrina yarit aniso yji yzorna nhazouh fou ktafna,positive,72,13
"رئيس الحكومة: قطاع الغابات مهم فبلادنا وكيخلق قيمة اقتصادية فايتة 2 مليار درهم فالعام,",1,"رئيس الحكومة: قطاع الغابات مهم فبلادنا وكيخلق قيمة اقتصادية فايتة مليار درهم فالعام,",neutral,84,13
"حملة أمنية فرمضان.. “لابيجي” فالعيون اعتاقلو 3 بزناسة كيروجو الحشيش,",1,"حملة أمنية فرمضان.. “لابيجي” فالعيون اعتاقلو بزناسة كيروجو الحشيش,",neutral,66,9
"مانويل ماكرون ومارين لوبين فالدور الثاني فالانتخابات الرئاسية ونهاية للاشتراكيين وضربة لليمين المحافظ,",1,"مانويل ماكرون ومارين لوبين فالدور الثاني فالانتخابات الرئاسية ونهاية للاشتراكيين وضربة لليمين المحافظ,",neutral,102,13
"النقابات كتوجد لفاتح ماي.. “السي دي تي” خارجة للشارع للمطالبة بالزيادة فصاليرات الموظفين ديال القطاع الخاص والعام,",1,"النقابات كتوجد لفاتح ماي.. “السي دي تي” خارجة للشارع للمطالبة بالزيادة فصاليرات الموظفين ديال القطاع الخاص والعام,",neutral,114,17
hada gha inkonnu tlb livraison 😂,1,hada gha inkonnu tlb livraison 😂,neutral,32,6
chokraan bzaaaf chada dialak la ibtissam tiskat kantazo biha kamaghariiba wenk you,0,chokraan bzaaaf chada dialak la ibtissam tiskat kantazo biha kamaghariiba wenk you,positive,82,12
البام لم يعيد العالم القروي الي السياسة وانما المقدم والشيخ هما من قاما بذلك بايعاز من المتحكمين,2,البام لم يعيد العالم القروي الي السياسة وانما المقدم والشيخ هما من قاما بذلك بايعاز من المتحكمين,negative,96,17
arak daba lm3your f benitez,2,arak daba lmyour f benitez,negative,26,5
ok sam7i liya hhhhhhh bas sra7a mashi danb said sam3i mzn kifach kayhdar modi3,1,ok sami liya hhhhhhh bas sraa mashi danb said sami mzn kifach kayhdar modi,neutral,74,14
diri interview mais matbanich bhal dakchi dyal akhtar lmojrimin,2,diri interview mais matbanich bhal dakchi dyal akhtar lmojrimin,negative,63,9
مجرد مزايدات سياسوية بئيسة نحن العرب بعنا القدس يوم استقبلنا ترامب في السعودية بالاحضان خوفا على كراسينا الوثيرة وقدمنا له كل ما لذ وطاب من الصهيوني الحقيقي دعونا من هذه الخرجات الصبيانية واقعنامر مر مر مر ',2,مجرد مزايدات سياسوية بئيسة نحن العرب بعنا القدس يوم استقبلنا ترامب في السعودية بالاحضان خوفا على كراسينا الوثيرة وقدمنا له كل ما لذ وطاب من الصهيوني الحقيقي دعونا من هذه الخرجات الصبيانية واقعنامر مر مر مر ',negative,207,37
tfarji fl vedio walaw ghir mara bach tfahmi ach kayn wana manhmalch chi had ana ba3da manchofoch aslan machi ntab3o n3ayar fih,1,tfarji fl vedio walaw ghir mara bach tfahmi ach kayn wana manhmalch chi had ana bada manchofoch aslan machi ntabo nayar fih,neutral,123,22
merci 7biba7ta hna nsawto l betty bnt bladna,0,merci bibata hna nsawto l betty bnt bladna,positive,42,8
مدينتي المحبوبة رائعة,0,مدينتي المحبوبة رائعة,positive,21,3
رأى هادي وفاته وسيأتون إلى يمينهم من أمس ، حتى ماتوا تحت الأرض. ماتوا.,2,رأى هادي وفاته وسيأتون إلى يمينهم من أمس ، حتى ماتوا تحت الأرض. ماتوا.,negative,70,14
Iwa Mabrouk Lik Rak Fati Bsatak O Khamssa O Khmiss Lik Black Manawssouk,0,Iwa Mabrouk Lik Rak Fati Bsatak O Khamssa O Khmiss Lik Black Manawssouk,positive,71,13
اوا شوف اسي نبيل الوضع الحقيقي  و قولها لسيك بنكيران راكم خرجتوا عل  المغاربة,2,اوا شوف اسي نبيل الوضع الحقيقي و قولها لسيك بنكيران راكم خرجتوا عل المغاربة,negative,75,14
wa sa3datkom fans burberk couple dyalkom kherje b relation zwina mn b3d gk nesay 9isa d mosalsal,0,wa sadatkom fans burberk couple dyalkom kherje b relation zwina mn bd gk nesay isa d mosalsal,positive,93,17
يرفعون علم الانفصال ويبعدون العام الوطني ومع ذلك يتشدقون بالمظالم والحقوق. لا حقوق لمن يرفع علم الانفصال',2,يرفعون علم الانفصال ويبعدون العام الوطني ومع ذلك يتشدقون بالمظالم والحقوق. لا حقوق لمن يرفع علم الانفصال',negative,105,17
"بايتاس: الحكومة دعمات 140 ألف عربة بكثر من 344 مليون درهم باش الترونسبور والاسعار ميتزادش على المواطنين,",1,"بايتاس: الحكومة دعمات ألف عربة بكثر من مليون درهم باش الترونسبور والاسعار ميتزادش على المواطنين,",neutral,96,15
"الناموس محيح فالناظور.. ومواطنين لـ”كَود”: كنطالبو المسؤولين باش يديرو الحل قبل ما توقع شي كارثة صحية فالمدينة,",1,"الناموس محيح فالناظور.. ومواطنين لـ”كَود”: كنطالبو المسؤولين باش يديرو الحل قبل ما توقع شي كارثة صحية فالمدينة,",neutral,111,17
"واش الميراوي بدا كيبلاصي صحابو فالمناصب العليا؟. تعيين أستاذ بجامعة القاضي مديرا للشؤون القانونية والمنازعات بوزارة التعليم العالي,",1,"واش الميراوي بدا كيبلاصي صحابو فالمناصب العليا؟. تعيين أستاذ بجامعة القاضي مديرا للشؤون القانونية والمنازعات بوزارة التعليم العالي,",neutral,131,18
اشخاص في معظمهم يربطون اهتمامهم بالمريض بمدى كمية الحصول على المقابل الغليظ المادي...',2,اشخاص في معظمهم يربطون اهتمامهم بالمريض بمدى كمية الحصول على المقابل الغليظ المادي...',negative,86,13
تباركل جتي واعر انت ديما واعر الله ينور طريقك بحال قلبك واخلاقك وجهك',0,تباركل جتي واعر انت ديما واعر الله ينور طريقك بحال قلبك واخلاقك وجهك',positive,69,13
ykhali lina 3alami ta3na hhhh ma7adak 7adini w rabi 3atini,0,ykhali lina alami tana hhhh maadak adini w rabi atini,positive,53,10
kayna hhhhhhhhhhhh mohim chi 7aja w safi malna fdouliyin hhhhhhhhh yekh hhhhhhh,2,kayna hhhhhhhhhhhh mohim chi aja w safi malna fdouliyin hhhhhhhhh yekh hhhhhhh,negative,78,12
no_to_,2,no_to_,negative,6,1
انه لأمر محزن ويحز في التفس ما نقرأه من تعاليق بعض المغاربة المغتربين.',2,انه لأمر محزن ويحز في التفس ما نقرأه من تعاليق بعض المغاربة المغتربين.',negative,71,13
الناس غاضبون,2,الناس غاضبون,negative,12,2
😂😂😂😂😂 tkt kolchi 3arfk ba9a vierge hta wahd maaiftr3k,1,😂😂😂😂😂 tkt kolchi arfk baa vierge hta wahd maaiftrk,neutral,50,9
Dounia B Khayb Haydouh Mn Group Omattabrohch Mn Fans Ibtisaam,2,Dounia B Khayb Haydouh Mn Group Omattabrohch Mn Fans Ibtisaam,negative,61,10
maz3ouj o 3yan ihab 9atlo n3as ma3ndoch m3a shir ozydon khayf 7it soto mrid darbo lbard,1,mazouj o yan ihab atlo nas mandoch ma shir ozydon khayf it soto mrid darbo lbard,neutral,80,16
plz hbiba siri mashi msg dyalak daba ydawzouh lhahana baraka liha ghir li tama,2,plz hbiba siri mashi msg dyalak daba ydawzouh lhahana baraka liha ghir li tama,negative,78,14
ربنا يوفقيك ومن نجاح لنجاح ',0,ربنا يوفقيك ومن نجاح لنجاح ',positive,28,6
la façon bach kayflowi fih dik lfr7a dial lah wa akhiran l9it la rime 😭😭,0,la façon bach kayflowi fih dik lfra dial lah wa akhiran lit la rime 😭😭,positive,70,15
"البق ما يزهق.. 210 كاميرا من الجيل الجديد ولات حاضية كازا بعد تدشين أكبر سونتر أمني للمراقبة فالمغرب,",1,"البق ما يزهق.. كاميرا من الجيل الجديد ولات حاضية كازا بعد تدشين أكبر سونتر أمني للمراقبة فالمغرب,",neutral,97,17
3adrak akhti wlh ana gotlkom chi wehdin fhad tag khesshom hada,1,adrak akhti wlh ana gotlkom chi wehdin fhad tag khesshom hada,neutral,61,11
نتمناو التوفيق لابن كيران وحكومة ثانية ان شاء الله,0,نتمناو التوفيق لابن كيران وحكومة ثانية ان شاء الله,positive,50,9
الله يكافئ المستفيدين,0,الله يكافئ المستفيدين,positive,21,3
dima dima rrajaj bidawi,0,dima dima rrajaj bidawi,positive,23,4
hhhhhhhh 3lach 3endkom maytkal f lkhra2er hhhhhhhhhhhh,2,hhhhhhhh lach endkom maytkal f lkhraer hhhhhhhhhhhh,negative,51,7
رجل صاحب موقف شجاع الله يكتر امثاله',0,رجل صاحب موقف شجاع الله يكتر امثاله',positive,36,7
فالحقيقة من الأحسن تبقي رئيس الحكومة حيث إحساس لي عندي كيقول إلي مبقاش الحزب ديالكم فالرءاسة .. غادي توقع شي حاجة ! نتوما بعدا كتحسوا بالفقير حيث كبرتوو مع الفقراء   .. ..الله يوفقكم علي فعل الخير وتحياتي',2,فالحقيقة من الأحسن تبقي رئيس الحكومة حيث إحساس لي عندي كيقول إلي مبقاش الحزب ديالكم فالرءاسة .. غادي توقع شي حاجة ! نتوما بعدا كتحسوا بالفقير حيث كبرتوو مع الفقراء .. ..الله يوفقكم علي فعل الخير وتحياتي',negative,203,37
داكشي كبير عليكم ديال العالمي بقاو غير افريقي والله يخلف علي الحكام افارق ',2,داكشي كبير عليكم ديال العالمي بقاو غير افريقي والله يخلف علي الحكام افارق ',negative,75,14
اول فنان مغربي عربي تصل اغنيته ل خمسة مئة مليون مشاهدة على يوتيوب',0,اول فنان مغربي عربي تصل اغنيته ل خمسة مئة مليون مشاهدة على يوتيوب',positive,66,13
أن تكون رجلاً وبعيدًا عن السياسة عليك,2,أن تكون رجلاً وبعيدًا عن السياسة عليك,negative,37,7
