tweet,label,clean_text,label_text,text_length,word_count
✅- مزال عايش مع داركم ؟؟ \n✅- وعلاش راك لابس هذي لبسة تع كوافا؟\n✅-اصرف شويا على روحك ؟!\n✅-مزال مادرتش التاويل ؟ \n✅-و… @user,2,✅- مزال عايش مع داركم ؟؟ \n✅- وعلاش راك لابس هذي لبسة تع كوافا؟\n✅-اصرف شويا على روحك ؟!\n✅-مزال مادرتش التاويل ؟ \n✅-و…,negative,120.0,22.0
@user ممممم ماكنتش علابالي,1,ممممم ماكنتش علابالي,neutral,20.0,3.0
أعلم أنني علاء ، لقد كنت وحشيًا ، كما يقولون نيشان ، لقد حولت هذه التغريدة ، حيث يكون المحيط ديالا ، لذلك لم يخبروني ...,0,أعلم أنني علاء ، لقد كنت وحشيًا ، كما يقولون نيشان ، لقد حولت هذه التغريدة ، حيث يكون المحيط ديالا ، لذلك لم يخبروني ...,positive,120.0,26.0
@user ما نشفالهاش مليح .\nو التيلي الاول شريناه واقيلا في 92 ، كان قاتلنا الفقر ههههه,2,ما نشفالهاش مليح .\nو التيلي الاول شريناه واقيلا في ، كان قاتلنا الفقر ههههه,negative,76.0,14.0
ربنا معك يا خو,0,ربنا معك يا خو,positive,14.0,4.0
@user جياحة حقربي,2,جياحة حقربي,negative,11.0,2.0
@user وي نعمة التربية وما شاء الله .\nعلابالي راكي عليا ههههه🤣🤣🤣❤️,0,وي نعمة التربية وما شاء الله .\nعلابالي راكي عليا ههههه🤣🤣🤣❤️,positive,60.0,10.0
@user نو نو ختيتو كرامتي فوق كل الحب \nشكون ما يبغني ما نبغية \nما نكسرو قاع pont.. 💪,0,نو نو ختيتو كرامتي فوق كل الحب \nشكون ما يبغني ما نبغية \nما نكسرو قاع pont.. 💪,positive,79.0,17.0
أطفال بلد ، أوه .. خو هاها,0,أطفال بلد ، أوه .. خو هاها,positive,26.0,7.0
@user اختي حنا هنا ندعموك  بكل شيء نخلوك تقعدى معانا في تويتر وتضحكي تاني علابالي فيه كثير مراض ومغرورين في ت… @user,0,اختي حنا هنا ندعموك بكل شيء نخلوك تقعدى معانا في تويتر وتضحكي تاني علابالي فيه كثير مراض ومغرورين في ت…,positive,103.0,20.0
@user اممم ما سمعتيش بيها\nراهي دايرة بزاف هنايا\nقهوي كاين الي قالك تقال على الكافي ولا المتخلف و كل واحد… @user,1,اممم ما سمعتيش بيها\nراهي دايرة بزاف هنايا\nقهوي كاين الي قالك تقال على الكافي ولا المتخلف و كل واحد…,neutral,101.0,18.0
@user تعمل مزية وزيدني معاك فالتغريدة باه نجاوبهم بيها,0,تعمل مزية وزيدني معاك فالتغريدة باه نجاوبهم بيها,positive,48.0,8.0
@user شوفيلي كاش عركة ولا حاجة نتنمر عليها 🥺🤣🤣,2,شوفيلي كاش عركة ولا حاجة نتنمر عليها 🥺🤣🤣,negative,40.0,8.0
@user وهل من يقطن العاصمة كلهم ابناء العاصمة\nالاغلبية دخلوا من دشرة\nواستقروا بها\nاذا كلمة قهوي معناها kavi… @user,2,وهل من يقطن العاصمة كلهم ابناء العاصمة\nالاغلبية دخلوا من دشرة\nواستقروا بها\nاذا كلمة قهوي معناها kavi…,negative,104.0,15.0
ساعات نكتب تويتة في موضوع ما امبعد نقول علاش نعطي في رأيي في العام السماح موش لازم نولي نفسخها ونغرد مع مخي..القصد… @user,2,ساعات نكتب تويتة في موضوع ما امبعد نقول علاش نعطي في رأيي في العام السماح موش لازم نولي نفسخها ونغرد مع مخي..القصد…,negative,115.0,22.0
Jijjel غير قادر على تشويهها ، ومقاطعة مقاطعة تارا الحاراما ، وأحد ما لديك في أي وقت للخروج وعدم دخول كل شيء ...,0,Jijjel غير قادر على تشويهها ، ومقاطعة مقاطعة تارا الحاراما ، وأحد ما لديك في أي وقت للخروج وعدم دخول كل شيء ...,positive,111.0,23.0
@user كي شغل راك تشوف فيه رقم بزاف عليهم ياو بالسيف عليهم مش مزية,2,كي شغل راك تشوف فيه رقم بزاف عليهم ياو بالسيف عليهم مش مزية,negative,59.0,13.0
@user @user ههههههههه وعلاه خيرتنا حنا 🙄\nاللطف ان شاء الله بردا وسلاما \nوزيد اوموا قول رتل الجلفة البرج المدية ...,0,ههههههههه وعلاه خيرتنا حنا 🙄\nاللطف ان شاء الله بردا وسلاما \nوزيد اوموا قول رتل الجلفة البرج المدية ...,positive,104.0,18.0
@user وعلاه هربت قبل ماتطفى النارأحناكناثم في القالة ماخرجناش حتى طفاوها وخرجنا وقت المغرب والحمد لله ولاحو… @user,0,وعلاه هربت قبل ماتطفى النارأحناكناثم في القالة ماخرجناش حتى طفاوها وخرجنا وقت المغرب والحمد لله ولاحو…,positive,102.0,16.0
هاها ألابالي راك بعد ذلك,1,هاها ألابالي راك بعد ذلك,neutral,24.0,5.0
@user صاحب الصوت المبحوح خخخخخخخخ وين راه ضرك غير كيما شفتو زرع شعرو فالترك 😂 كان هو و الخنيث تاع عبد,2,صاحب الصوت المبحوح خخخخخخخخ وين راه ضرك غير كيما شفتو زرع شعرو فالترك 😂 كان هو و الخنيث تاع عبد,negative,95.0,20.0
وربما يسافر ماكاش إلى البحر؟ وحرقة ، كيف حالك؟,1,وربما يسافر ماكاش إلى البحر؟ وحرقة ، كيف حالك؟,neutral,46.0,9.0
@user مقطع صغير لكنه رائع\nمن تصويري هذا العام \n👇👇👇👇\nولاية جيجل بالجزائر @user,0,مقطع صغير لكنه رائع\nمن تصويري هذا العام \n👇👇👇👇\nولاية جيجل بالجزائر,positive,68.0,10.0
القطعة تخرج أو توجهها مع شباب رايه,1,القطعة تخرج أو توجهها مع شباب رايه,neutral,34.0,7.0
Makash Lee يساعدك؟ 🙂,1,Makash Lee يساعدك؟ 🙂,neutral,20.0,4.0
مرحبًا بك في جامعة Tlemcen 😅,0,مرحبًا بك في جامعة Tlemcen 😅,positive,28.0,6.0
@user @user صراحة....لا اعرف لماذا غاضني بزاف بزاف....مانعرفوش و جامي سمعت بيه بصح غاضني بزاف بزاف,2,صراحة....لا اعرف لماذا غاضني بزاف بزاف....مانعرفوش و جامي سمعت بيه بصح غاضني بزاف بزاف,negative,86.0,14.0
@user @user 😂😂مزية منيش قدمك دورك,0,😂😂مزية منيش قدمك دورك,positive,21.0,4.0
@user تبهديلة 😂😂😂,2,تبهديلة 😂😂😂,negative,11.0,2.0
نيشان ، شكرا لك على التعليق خويا,0,نيشان ، شكرا لك على التعليق خويا,positive,32.0,7.0
كين بازاف د ، نيشان,1,كين بازاف د ، نيشان,neutral,19.0,5.0
@user والله حطموه شخصيات فخمة و رئيسية( ماهور سافاش نجاتي) تهمشت على جياحة أنا كملتو هكذاك برك باش نشوف نها… @user,2,والله حطموه شخصيات فخمة و رئيسية( ماهور سافاش نجاتي) تهمشت على جياحة أنا كملتو هكذاك برك باش نشوف نها…,negative,102.0,19.0
تطابق الجزائر وتونس والوقت,1,تطابق الجزائر وتونس والوقت,neutral,26.0,4.0
ما غاضني هو السقطة الرخيصة المناضل المنافق @user,2,ما غاضني هو السقطة الرخيصة المناضل المنافق,negative,42.0,7.0
بالطبع ، مجرد الأسهم ، أنت من Bel Abbas أو Tlemcen,1,بالطبع ، مجرد الأسهم ، أنت من Bel Abbas أو Tlemcen,neutral,50.0,11.0
@user 😂😂😂😂 وانا علابالي,1,😂😂😂😂 وانا علابالي,neutral,17.0,3.0
الحاجة للمخترع النقدي,1,الحاجة للمخترع النقدي,neutral,21.0,3.0
هاهاها وربما تضحك ، استيقظت لركض نعمة وسوف نركض,1,هاهاها وربما تضحك ، استيقظت لركض نعمة وسوف نركض,neutral,47.0,9.0
@user هههه ما تحمليهش هو كامل واقيل 😂😂😂,2,هههه ما تحمليهش هو كامل واقيل 😂😂😂,negative,33.0,7.0
@user @user علابالي ماش عندنا و باينة ماتحتاجش توضيح راه صفحة تاع الكذب و الفتنة,2,علابالي ماش عندنا و باينة ماتحتاجش توضيح راه صفحة تاع الكذب و الفتنة,negative,68.0,13.0
@user هادي بزاف,2,هادي بزاف,negative,9.0,2.0
@user @user @user @user وعلاه ما غلقتوش حتى انتوم لمدة بسيطة ؟ 😂 لأنكم جبناء و انذال,2,وعلاه ما غلقتوش حتى انتوم لمدة بسيطة ؟ 😂 لأنكم جبناء و انذال,negative,60.0,13.0
هاو جاي #ماكرون \nايه علابالي\nياك عندكم 5000 حايك\nايه كاين و سربيناهم \nأيا مليح هكا تحمرولي وجهي☺️☺️ قدام ماكرون\nنتو… @user,0,هاو جاي ماكرون \nايه علابالي\nياك عندكم حايك\nايه كاين و سربيناهم \nأيا مليح هكا تحمرولي وجهي☺️☺️ قدام ماكرون\nنتو…,positive,115.0,17.0
ما هو الشيء المزعوم؟,1,ما هو الشيء المزعوم؟,neutral,20.0,4.0
الجزائر ، منذ اليوم الذي أخذنا فيه أنفسنا بينما سرقوا ميزة ربي,0,الجزائر ، منذ اليوم الذي أخذنا فيه أنفسنا بينما سرقوا ميزة ربي,positive,62.0,12.0
من علامات قلة التربـية و الادب \n- شحال تخلص؟- مزال مجبتيش ذراري ؟؟-واشبيك قاعد عازب ولا قاعدة عازبة؟- واش بيك شينت… @user,2,من علامات قلة التربـية و الادب \n- شحال تخلص؟- مزال مجبتيش ذراري ؟؟-واشبيك قاعد عازب ولا قاعدة عازبة؟- واش بيك شينت…,negative,116.0,21.0
هل يمكن أن تخبرنا عن الموقف ، كيف حالك؟,1,هل يمكن أن تخبرنا عن الموقف ، كيف حالك؟,neutral,39.0,9.0
سنرسل لك مسافة,1,سنرسل لك مسافة,neutral,14.0,3.0
Setif al -aalia من أصلك الجيد .. شكرا لك 🌿🕊,0,Setif al -aalia من أصلك الجيد .. شكرا لك 🌿🕊,positive,43.0,10.0
وما رأيك في كل هذا 🤣,1,وما رأيك في كل هذا 🤣,neutral,20.0,6.0
"ها -ها -ه -ه -ها -ه -ه -ها -ha -ha -ha -ha -ha -ha -ha -ha -ha -""",0,"ها -ها -ه -ه -ها -ه -ه -ها -ha -ha -ha -ha -ha -ha -ha -ha -ha -""",positive,65.0,18.0
@user 🤣 واقيلا مكثر لادوز 🤣 خود لك غي بحال لادوز ديال تبون 🤣,2,🤣 واقيلا مكثر لادوز 🤣 خود لك غي بحال لادوز ديال تبون 🤣,negative,54.0,13.0
خاوتي دخلت ف مسؤولياات اكبر مني .. ماكاش كيفااه ندير Long out,1,خاوتي دخلت ف مسؤولياات اكبر مني .. ماكاش كيفااه ندير Long out,neutral,61.0,12.0
Makash من ذلك وكانت رغبتك راني ، نقول لك ، وسأري نفسي ، وسأتيح لي,0,Makash من ذلك وكانت رغبتك راني ، نقول لك ، وسأري نفسي ، وسأتيح لي,positive,65.0,15.0
